,Experience (YY.MM),Age in YY.,Stay/Left,New Location,New Promotion,New Job Role Match,Agency,Direct,Employee Referral,Marr.,Single,other status,B1,B2,B3,other group,< =1,> 1 & < =3,Operation,Sales,Support,Female,Male,other
500,5.09,28.03,Left,5,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
501,3.04,27.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
502,5.11,29.08,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
503,4.05,33.07,Stay,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
504,7.0,30.11,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
505,7.11,35.04,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
506,11.09,36.07,Stay,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
507,3.08,26.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
508,11.1,43.1,Stay,5,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
509,1.1,23.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
510,3.02,28.02,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
511,1.1,23.08,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
512,3.03,26.07,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
513,3.0,24.12,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
514,5.09,27.07,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
515,5.01,27.07,Left,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
516,5.06,29.03,Stay,4,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
517,21.05,46.05,Stay,3,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
518,5.02,26.08,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
519,5.1,27.12,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
520,6.0,26.06,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
521,2.0,29.02,Left,5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
522,4.0,36.09,Stay,5,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
523,4.11,28.03,Left,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
524,9.1,32.07,Stay,7,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
525,4.02,26.08,Stay,5,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
526,7.03,31.0,Stay,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
527,11.03,44.04,Stay,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
528,2.0,24.04,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
529,2.0,26.03,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
530,2.0,30.06,Stay,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
531,9.08,31.05,Stay,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
532,5.07,29.1,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
533,4.02,28.03,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
534,5.06,27.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
535,9.04,31.03,Stay,6,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
536,8.03,31.05,Stay,6,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
537,9.0,30.11,Stay,5,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
538,5.02,26.06,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
539,3.07,30.06,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
540,2.0,27.03,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
541,2.0,24.05,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
542,2.01,24.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
543,1.11,25.11,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
544,4.02,28.06,Left,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
545,5.08,28.02,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
546,3.05,25.05,Stay,3,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
547,12.02,36.1,Stay,4,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
548,3.04,27.02,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
549,8.0,30.1,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
550,2.0,25.1,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
551,2.01,28.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
552,2.02,24.11,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
553,2.02,24.07,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
554,2.01,25.07,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
555,6.08,31.0,Stay,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
556,8.03,32.11,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
557,9.0,30.06,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
558,2.02,25.03,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
559,2.02,28.07,Stay,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
560,2.01,26.02,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
561,2.02,26.06,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
562,2.02,27.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
563,9.05,35.02,Stay,7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
564,3.04,25.11,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
565,2.0,27.05,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
566,2.0,23.07,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
567,7.0,32.1,Stay,7,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
568,5.02,26.07,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
569,10.0,31.12,Stay,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
570,6.0,29.05,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
571,6.01,29.1,Stay,6,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
572,3.0,28.06,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
573,7.03,31.07,Stay,5,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
574,2.08,25.07,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
575,4.07,29.1,Left,4,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
576,9.09,32.1,Stay,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
577,24.01,52.06,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
578,7.01,37.05,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
579,6.01,28.07,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
580,9.07,32.07,Stay,7,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
581,2.04,27.06,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
582,2.02,24.09,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
583,2.02,24.06,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
584,2.04,25.09,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
585,2.03,25.02,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
586,2.02,26.04,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
587,2.04,27.02,Stay,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
588,3.05,26.1,Left,6,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
589,8.1,39.04,Stay,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
590,2.02,24.12,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
591,10.01,33.08,Stay,7,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
592,2.08,24.05,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
593,6.03,28.01,Stay,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
594,2.01,27.05,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
595,2.02,25.04,Stay,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
596,6.07,30.11,Stay,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
597,5.01,29.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
598,2.02,27.01,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
599,2.02,26.11,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
600,2.03,29.07,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
601,2.02,26.04,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
602,10.01,34.05,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
603,9.01,37.02,Stay,6,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
604,5.1,31.02,Left,7,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
605,2.02,27.0,Stay,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
606,8.01,28.06,Stay,6,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
607,2.03,24.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
608,2.03,26.03,Left,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
609,2.03,24.04,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
610,2.03,24.12,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
611,2.03,25.03,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
612,2.03,29.09,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
613,2.02,23.11,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
614,7.04,30.01,Stay,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
615,6.07,30.12,Stay,7,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
616,2.02,27.1,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
617,2.02,25.1,Left,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
618,2.02,24.01,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
619,2.02,27.09,Stay,7,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
620,4.1,27.07,Left,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
621,12.02,36.0,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
622,4.11,28.09,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
623,4.03,26.07,Stay,6,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
624,4.09,27.06,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
625,3.06,25.02,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
626,8.02,37.05,Stay,5,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
627,2.03,25.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
628,2.04,26.04,Left,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
629,2.04,27.1,Left,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
630,2.04,27.01,Left,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
631,2.05,28.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
632,2.03,24.09,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
633,2.03,26.0,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
634,11.02,40.08,Stay,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
635,6.05,30.03,Stay,6,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
636,6.05,30.03,Left,6,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
637,6.11,29.06,Stay,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
638,4.02,25.06,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
639,6.04,29.04,Left,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
640,11.03,39.01,Stay,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
641,5.1,34.07,Left,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
642,6.05,27.06,Stay,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
643,5.09,30.09,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
644,7.03,29.07,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
645,4.07,27.04,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
646,2.03,24.07,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
647,5.03,28.1,Left,5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
648,7.05,31.03,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
649,5.1,29.07,Stay,5,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
650,8.0,31.1,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
651,3.11,28.1,Stay,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
652,9.0,35.02,Stay,4,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
653,2.04,24.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
654,2.04,24.06,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
655,2.06,27.06,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
656,2.05,24.03,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
657,2.06,25.08,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
658,2.05,25.05,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
659,11.03,31.07,Left,7,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
660,5.08,29.1,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
661,6.11,31.02,Stay,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
662,4.05,25.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
663,4.09,28.04,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
664,6.04,31.08,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
665,8.04,34.11,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
666,2.11,26.08,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
667,8.11,30.07,Stay,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
668,5.06,25.05,Stay,3,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
669,2.04,27.01,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
670,4.05,26.07,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
671,7.05,33.03,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
672,2.04,24.01,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
673,2.04,24.02,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
674,2.04,24.02,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
675,2.05,26.06,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
676,4.1,29.07,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
677,8.08,34.06,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
678,2.07,27.07,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
679,2.07,24.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
680,2.06,25.03,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
681,2.06,25.06,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
682,6.07,29.06,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
683,2.04,24.01,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
684,8.08,37.06,Stay,5,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
685,7.1,29.1,Left,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
686,5.05,32.1,Stay,5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
687,2.05,25.1,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
688,4.09,26.06,Left,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
689,2.05,25.01,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
690,9.05,31.07,Stay,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
691,4.1,30.06,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
692,6.01,29.02,Stay,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
693,6.05,29.09,Left,7,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
694,5.06,29.0,Left,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
695,5.06,32.04,Left,7,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
696,2.05,30.06,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
697,2.07,25.03,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
698,2.07,26.03,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
699,2.07,25.1,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
700,2.07,25.1,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
701,2.08,25.01,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
702,2.07,25.02,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
703,2.09,24.09,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
704,2.07,24.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
705,3.0,27.06,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
706,2.06,25.03,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
707,9.05,36.11,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
708,4.1,26.08,Stay,7,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
709,23.06,47.0,Stay,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
710,12.02,33.11,Left,5,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
711,2.06,26.04,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
712,4.06,32.0,Left,6,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
713,3.02,27.09,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
714,7.01,31.04,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
715,6.05,32.08,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
716,8.11,31.07,Left,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
717,4.02,25.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
718,4.1,26.07,Left,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
719,12.06,33.05,Stay,6,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
720,7.0,35.08,Stay,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
721,7.11,29.03,Stay,6,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
722,6.08,27.07,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
723,2.08,26.04,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
724,2.07,26.08,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
725,2.07,27.03,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
726,2.09,26.1,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
727,2.07,25.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
728,9.01,33.04,Stay,5,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
729,2.09,26.09,Left,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
730,2.08,24.1,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
731,2.08,30.08,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
732,3.02,25.05,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
733,11.07,39.07,Stay,4,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
734,8.08,31.07,Left,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
735,3.06,27.01,Left,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
736,7.06,34.12,Stay,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
737,8.08,33.09,Left,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
738,11.07,35.04,Left,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
739,5.09,28.03,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
740,9.07,35.06,Stay,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
741,2.07,28.06,Stay,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
742,5.09,29.06,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
743,5.04,30.06,Stay,7,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
744,13.11,38.12,Stay,5,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
745,8.08,32.02,Stay,5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
746,6.11,29.07,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
747,11.01,36.07,Left,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
748,6.1,30.05,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
